Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Daily_Web_Visits,Ad_Spend,Customer_Segment,Satisfaction_Score,Delivery_Time,Quarter,Promotion_Flag,Return_Rate
2024-06-10,Camera,Electronics,East,3,828,117.95,5985,322.45,Frecuente,8.0,3,2,1,0.064
2022-01-31,Camera,Electronics,South,2,1580,403.76,1959,158.5,Ocasional,6.4,5,1,0,0.0
2023-09-13,Camera,Electronics,East,9,9009,1909.26,4828,1334.28,Nuevo,9.5,7,3,0,0.081
2022-10-01,Smartphone,Electronics,East,9,7425,1580.86,1597,1151.03,Ocasional,8.2,2,4,1,0.094
2024-12-24,Monitor,Accessories,West,5,2945,672.35,5632,315.7,Ocasional,7.6,4,4,1,0.13
2023-07-19,Mouse,Accessories,West,3,294,22.9,700,452.62,Frecuente,6.3,3,3,1,0.081
2024-05-17,Mouse,Accessories,South,5,5875,789.23,7235,1458.66,Ocasional,7.6,14,2,1,0.014
2022-01-17,Smartwatch,Electronics,West,3,1308,197.6,1026,1068.11,Ocasional,9.5,6,1,1,0.139
2024-01-10,Monitor,Accessories,South,4,2360,391.82,2350,923.57,Premium,8.8,13,1,0,0.085
2023-04-10,Smartwatch,Electronics,West,6,1008,245.45,2159,475.29,Premium,6.3,8,2,1,0.041
2023-10-27,Smartwatch,Electronics,North,6,1344,338.4,8394,462.71,Ocasional,6.6,8,4,0,0.135
2022-01-12,Printer,Office,West,7,5635,1185.97,1007,78.49,Ocasional,7.6,14,1,0,0.018
2023-09-15,Mouse,Accessories,East,4,4088,1200.03,4577,1098.15,Ocasional,6.4,10,3,0,0.015
2024-12-04,Camera,Electronics,South,8,2192,441.77,6115,83.9,Nuevo,9.7,4,4,0,0.08
2022-06-06,Keyboard,Accessories,South,8,1952,444.15,5401,27.19,Ocasional,8.6,4,2,0,0.094
2023-01-28,Smartphone,Electronics,East,7,3955,1144.76,6966,1099.65,Frecuente,6.4,10,1,0,0.077
2023-06-24,Mouse,Accessories,South,8,5256,1118.16,8129,1424.33,Frecuente,9.2,1,2,0,0.139
2022-12-28,Camera,Electronics,North,1,1163,115.09,4239,1139.62,Ocasional,7.5,3,4,0,0.039
2022-09-24,Smartwatch,Electronics,North,9,5004,973.65,8368,718.03,Ocasional,7.0,2,3,0,0.149
2023-05-06,Mouse,Accessories,North,8,9128,1342.19,3520,739.35,Ocasional,8.3,10,2,1,0.003
2023-07-13,Laptop,Electronics,East,4,4700,576.34,9852,665.48,Ocasional,6.1,7,3,0,0.018
2022-01-05,Camera,Electronics,West,2,1686,146.39,5292,500.47,Ocasional,7.9,1,1,0,0.028
2024-08-03,Keyboard,Accessories,South,9,4572,279.54,7492,792.14,Ocasional,9.4,11,3,0,0.012
2023-08-21,Smartphone,Electronics,South,5,2510,515.12,8812,658.1,Ocasional,9.7,10,3,1,0.066
2023-06-04,Smartphone,Electronics,West,3,3117,829.09,8030,905.29,Premium,7.4,11,2,0,0.13
2024-05-12,Laptop,Electronics,West,1,380,94.35,8585,1349.22,Ocasional,8.6,3,2,0,0.123
2023-07-14,Monitor,Accessories,West,9,2889,604.19,5596,1492.61,Ocasional,6.9,13,3,0,0.112
2024-11-08,Smartwatch,Electronics,East,9,3654,581.9,913,136.54,Premium,8.2,3,4,1,0.001
2023-09-12,Printer,Office,East,6,5610,298.77,5184,589.33,Ocasional,7.0,8,3,1,0.13
2024-04-27,Smartphone,Electronics,South,1,668,99.4,2224,287.45,Ocasional,8.3,8,2,1,0.059
2022-01-08,Smartphone,Electronics,South,7,3983,360.13,8946,541.14,Ocasional,6.7,4,1,1,0.11
2024-01-24,Keyboard,Accessories,South,1,1112,272.81,2749,445.46,Ocasional,9.8,6,1,0,0.109
2022-06-20,Monitor,Accessories,North,9,4230,221.06,2666,278.31,Frecuente,9.5,1,2,0,0.027
2024-08-01,Tablet,Electronics,East,8,2968,530.3,2869,1150.83,Frecuente,7.3,7,3,0,0.077
2022-01-10,Monitor,Accessories,West,5,4690,706.74,6604,754.51,Frecuente,9.1,10,1,0,0.139
2022-05-09,Camera,Electronics,West,6,4296,1240.31,5926,1380.48,Frecuente,6.4,5,2,1,0.039
2023-12-19,Camera,Electronics,North,7,7203,523.52,9513,68.24,Ocasional,9.0,8,4,1,0.107
2022-11-20,Smartphone,Electronics,North,4,3640,695.31,4454,119.13,Ocasional,7.1,14,4,0,0.144
2022-11-11,Smartphone,Electronics,East,1,1131,304.62,3181,616.84,Ocasional,6.5,4,4,0,0.054
2024-01-03,Camera,Electronics,West,9,3627,797.53,967,138.81,Frecuente,8.7,5,1,0,0.058
2023-08-11,Mouse,Accessories,South,8,7968,1249.98,567,408.84,Frecuente,7.9,2,3,0,0.068
2022-11-23,Headphones,Accessories,South,3,3546,490.28,4049,1479.32,Frecuente,8.1,8,4,0,0.121
2024-03-01,Tablet,Electronics,South,5,2270,546.56,9295,329.26,Ocasional,8.1,3,1,0,0.066
2023-07-07,Keyboard,Accessories,West,2,1354,136.91,5475,313.21,Frecuente,6.2,12,3,0,0.073
2023-04-20,Headphones,Accessories,West,7,6811,1423.57,8988,868.99,Ocasional,6.2,5,2,0,0.033
2022-02-09,Smartwatch,Electronics,East,3,1410,232.65,1465,757.04,Ocasional,8.4,10,1,0,0.148
2022-10-17,Keyboard,Accessories,North,2,1170,249.99,1386,879.05,Ocasional,8.5,3,4,1,0.134
2023-08-04,Laptop,Electronics,East,7,4739,740.74,8417,577.57,Frecuente,6.2,5,3,0,0.09
2023-12-01,Mouse,Accessories,South,9,7866,1554.38,1514,1243.61,Frecuente,7.5,3,4,0,0.144
2022-07-31,Monitor,Accessories,East,5,3645,388.31,993,225.1,Ocasional,8.5,8,3,0,0.103
2023-02-24,Headphones,Accessories,East,6,5358,568.34,4338,654.02,Ocasional,8.6,1,1,1,0.144
2024-05-18,Camera,Electronics,North,5,1775,486.37,9285,1040.85,Premium,9.3,2,2,0,0.024
2023-05-19,Headphones,Accessories,South,9,4905,1351.25,7049,1304.99,Nuevo,7.7,8,2,1,0.034
2022-09-29,Mouse,Accessories,East,6,4260,372.33,1441,566.97,Ocasional,8.2,8,3,0,0.133
2024-09-03,Printer,Office,East,2,1632,292.78,8452,860.26,Frecuente,8.3,5,3,0,0.063
2023-03-12,Smartwatch,Electronics,East,6,3324,466.78,8513,122.33,Frecuente,7.2,7,1,0,0.056
2023-07-17,Camera,Electronics,West,5,4590,347.14,8106,272.07,Frecuente,6.2,6,3,1,0.113
2022-04-14,Laptop,Electronics,East,9,8496,2182.42,9075,122.32,Frecuente,6.0,11,2,1,0.095
2022-06-16,Printer,Office,North,6,6444,518.79,2778,1097.26,Frecuente,9.3,7,2,1,0.052
2022-03-14,Camera,Electronics,North,1,812,51.13,9805,446.33,Ocasional,6.8,12,1,1,0.06
2023-07-15,Monitor,Accessories,West,6,1764,465.93,3546,1091.14,Frecuente,8.5,4,3,0,0.061
2024-05-13,Printer,Office,West,1,1012,172.67,8119,118.27,Nuevo,8.3,3,2,0,0.019
2023-05-03,Keyboard,Accessories,South,2,836,47.07,6003,1296.57,Nuevo,7.6,6,2,0,0.034
2023-12-29,Smartwatch,Electronics,East,1,723,115.26,7905,1256.58,Frecuente,9.3,2,4,0,0.081
2022-12-05,Headphones,Accessories,North,6,5628,1033.15,6464,151.61,Premium,8.8,10,4,0,0.117
2024-09-26,Laptop,Electronics,North,5,1660,283.14,6603,55.16,Ocasional,6.1,6,3,1,0.063
2023-03-28,Headphones,Accessories,West,3,2295,244.83,6354,103.31,Nuevo,9.1,6,1,1,0.058
2024-04-19,Printer,Office,East,2,2190,477.8,7900,1283.37,Nuevo,8.0,8,2,1,0.098
2024-10-11,Tablet,Electronics,East,7,3500,919.35,7520,367.36,Premium,7.4,2,4,0,0.024
2022-04-23,Headphones,Accessories,West,2,1098,239.92,1778,831.44,Frecuente,8.9,6,2,1,0.057
2023-06-01,Mouse,Accessories,North,5,945,194.03,8347,650.84,Premium,8.7,14,2,1,0.031
2022-02-19,Mouse,Accessories,West,6,5622,1382.67,5592,1197.38,Ocasional,7.2,9,1,1,0.098
2023-07-13,Camera,Electronics,East,3,2325,309.49,3569,743.57,Ocasional,9.9,9,3,0,0.017
2022-08-03,Keyboard,Accessories,South,1,1157,252.08,5385,760.98,Ocasional,8.6,8,3,0,0.067
2024-01-30,Printer,Office,West,3,531,126.24,9686,1483.86,Ocasional,8.4,7,1,1,0.089
2023-07-23,Tablet,Electronics,West,2,1760,278.09,8646,242.19,Frecuente,6.3,14,3,1,0.125
2023-11-12,Smartwatch,Electronics,North,1,371,108.58,8420,1249.44,Ocasional,7.1,14,4,0,0.109
2024-10-15,Smartphone,Electronics,East,4,1896,191.7,4896,96.59,Premium,7.8,6,4,0,0.141
2023-08-09,Smartwatch,Electronics,South,2,514,106.75,7949,726.92,Ocasional,8.5,13,3,0,0.102
2022-08-18,Monitor,Accessories,West,7,1876,129.25,4158,1331.78,Ocasional,8.1,2,3,0,0.052
2023-08-19,Camera,Electronics,East,6,1182,236.12,7018,1004.52,Ocasional,9.1,5,3,1,0.035
2022-03-14,Smartphone,Electronics,North,5,4255,961.41,6575,1034.12,Frecuente,7.1,5,1,0,0.008
2022-09-15,Monitor,Accessories,North,9,1341,150.7,2873,409.71,Ocasional,8.8,10,3,0,0.042
2022-09-23,Keyboard,Accessories,North,1,644,49.25,3031,639.49,Ocasional,9.3,9,3,1,0.021
2024-05-17,Monitor,Accessories,South,3,1827,94.4,1080,562.54,Premium,9.1,7,2,0,0.055
2024-10-27,Camera,Electronics,North,1,930,136.16,1827,791.74,Frecuente,9.1,4,4,0,0.105
2022-02-15,Camera,Electronics,South,4,528,152.8,4619,704.1,Ocasional,9.6,8,1,0,0.104
2022-02-23,Monitor,Accessories,South,6,4236,739.22,5039,503.81,Frecuente,6.3,4,1,0,0.048
2023-01-14,Headphones,Accessories,North,4,1664,190.82,2068,472.11,Premium,8.8,7,1,1,0.076
2023-01-12,Smartwatch,Electronics,North,3,2727,554.46,4460,391.26,Frecuente,9.9,5,1,1,0.033
2022-02-08,Smartwatch,Electronics,North,2,522,52.73,6239,560.27,Frecuente,8.3,13,1,1,0.075
2024-12-06,Mouse,Accessories,West,7,8288,1945.03,2709,241.91,Frecuente,6.9,11,4,0,0.077
2024-03-12,Laptop,Electronics,West,9,1062,73.58,3713,1310.71,Ocasional,10.0,3,1,1,0.045
2023-10-01,Smartphone,Electronics,East,3,1140,226.52,3991,911.14,Frecuente,6.7,14,4,0,0.039
2024-04-12,Keyboard,Accessories,East,8,3488,712.24,5298,218.0,Ocasional,7.3,10,2,1,0.147
2023-12-22,Tablet,Electronics,North,8,5920,1436.7,3980,1046.91,Frecuente,6.7,5,4,0,0.081
2024-03-06,Monitor,Accessories,North,9,3096,362.89,7500,1274.55,Frecuente,7.9,8,1,0,0.084
2024-05-02,Monitor,Accessories,South,5,3490,205.04,3611,371.55,Frecuente,7.7,3,2,0,0.001
2022-04-02,Smartwatch,Electronics,South,6,4374,702.62,4622,242.89,Ocasional,8.0,1,2,1,0.027
2024-02-11,Smartphone,Electronics,South,6,3366,541.86,4104,32.75,Nuevo,9.7,6,1,1,0.053
2024-04-02,Printer,Office,East,6,822,231.62,2237,89.93,Frecuente,7.9,11,2,0,0.145
2024-11-27,Monitor,Accessories,North,2,340,39.12,7014,1148.13,Premium,8.1,5,4,0,0.026
2022-08-30,Mouse,Accessories,East,1,763,217.94,2736,1481.04,Frecuente,9.5,6,3,1,0.045
2022-07-15,Headphones,Accessories,West,4,3408,856.98,3320,86.42,Frecuente,9.3,14,3,0,0.149
2022-02-21,Tablet,Electronics,West,7,2282,537.71,8031,1127.15,Ocasional,7.0,14,1,0,0.072
2023-09-14,Camera,Electronics,South,7,4151,1047.43,9514,126.36,Premium,6.1,7,3,1,0.048
2024-04-08,Laptop,Electronics,North,7,6279,1689.55,6873,896.36,Nuevo,8.5,1,2,0,0.095
2023-10-24,Monitor,Accessories,North,3,474,83.32,9205,1138.99,Ocasional,9.4,10,4,1,0.074
2023-04-16,Monitor,Accessories,West,5,680,176.44,8614,551.62,Ocasional,8.2,11,2,0,0.144
2023-10-15,Headphones,Accessories,West,9,8496,1721.6,5068,36.18,Ocasional,6.8,13,4,1,0.012
2023-08-20,Keyboard,Accessories,South,7,7826,714.68,7817,900.88,Premium,9.0,14,3,0,0.119
2023-10-24,Mouse,Accessories,South,6,4014,717.44,3619,1487.04,Ocasional,8.7,9,4,1,0.042
2024-07-26,Laptop,Electronics,East,1,687,62.82,4874,401.27,Premium,8.3,2,3,0,0.121
2024-10-31,Smartwatch,Electronics,South,3,2943,234.27,5586,300.45,Ocasional,9.5,4,4,1,0.127
2022-04-28,Printer,Office,East,7,5649,660.37,9624,203.41,Ocasional,9.1,11,2,1,0.127
2024-08-15,Tablet,Electronics,North,8,3296,623.67,8561,841.78,Premium,8.7,9,3,0,0.13
2024-09-28,Headphones,Accessories,North,3,1137,173.92,5147,902.74,Ocasional,8.7,7,3,0,0.108
2024-07-18,Smartphone,Electronics,North,2,380,101.7,6699,1192.56,Premium,8.6,6,3,0,0.021
2022-10-22,Laptop,Electronics,West,5,4405,1247.86,2422,1134.55,Premium,8.1,10,4,0,0.008
2022-11-01,Tablet,Electronics,East,1,120,9.43,8141,1340.96,Ocasional,7.9,6,4,0,0.051
2023-06-13,Printer,Office,East,1,1176,182.07,5753,1212.54,Frecuente,8.8,3,2,0,0.074
2023-02-20,Camera,Electronics,South,3,1770,366.58,5560,385.96,Nuevo,8.4,14,1,0,0.045
2023-05-20,Camera,Electronics,South,6,4302,965.02,7779,842.7,Ocasional,8.0,5,2,1,0.111
2023-12-19,Camera,Electronics,North,3,2988,362.68,6512,460.17,Ocasional,6.5,4,4,0,0.108
2024-06-17,Headphones,Accessories,East,3,3033,458.41,1188,508.08,Frecuente,8.8,1,2,0,0.146
2023-07-14,Mouse,Accessories,South,9,6363,1752.65,3237,1399.28,Premium,8.6,7,3,0,0.06
2022-07-04,Tablet,Electronics,West,6,3402,501.29,2178,1029.21,Nuevo,7.4,14,3,0,0.118
2022-03-23,Keyboard,Accessories,South,4,3496,1032.81,7481,1462.39,Premium,7.4,3,1,0,0.111
2022-11-19,Monitor,Accessories,East,4,1080,204.95,833,637.03,Ocasional,7.0,4,4,1,0.148
2022-02-28,Headphones,Accessories,East,6,1530,218.99,2422,815.41,Frecuente,9.8,3,1,0,0.116
2023-09-11,Keyboard,Accessories,West,4,3568,764.2,6175,740.93,Frecuente,9.4,2,3,0,0.043
2022-11-13,Smartphone,Electronics,West,1,954,48.97,7100,178.78,Ocasional,8.2,9,4,0,0.002
2024-03-17,Camera,Electronics,West,4,1196,223.66,5281,370.32,Ocasional,7.6,5,1,0,0.145
2022-02-13,Smartwatch,Electronics,North,4,2136,217.47,8676,800.9,Ocasional,8.9,11,1,1,0.107
2024-07-13,Printer,Office,South,9,8496,2316.03,9229,119.71,Nuevo,8.1,6,3,0,0.122
2024-05-07,Laptop,Electronics,West,7,7280,1450.82,1754,1398.56,Frecuente,9.9,9,2,0,0.119
2022-09-24,Smartwatch,Electronics,South,5,4935,625.39,9548,203.29,Frecuente,6.2,2,3,0,0.11
2024-08-12,Tablet,Electronics,South,8,9056,872.48,6336,313.01,Premium,6.1,5,3,0,0.113
2023-01-06,Smartwatch,Electronics,South,1,563,46.96,6544,1152.68,Ocasional,8.3,6,1,0,0.139
2022-03-03,Printer,Office,South,2,1570,247.7,1403,163.46,Frecuente,6.8,1,1,0,0.137
2022-03-02,Camera,Electronics,North,3,2181,517.02,6407,1352.41,Ocasional,8.4,6,1,1,0.057
2024-09-25,Mouse,Accessories,North,4,3808,442.33,7394,1094.04,Frecuente,9.1,7,3,0,0.005
2022-12-06,Keyboard,Accessories,West,7,6552,635.09,6017,121.56,Ocasional,6.6,6,4,0,0.006
2023-06-18,Laptop,Electronics,South,8,6544,1086.29,1302,1043.93,Ocasional,7.8,8,2,1,0.067
2023-11-21,Mouse,Accessories,West,3,2631,157.19,5470,954.81,Nuevo,8.8,12,4,0,0.125
2023-03-31,Monitor,Accessories,West,9,945,94.75,9391,1140.88,Premium,9.3,11,1,0,0.127
2024-06-11,Monitor,Accessories,West,2,760,192.42,7372,1245.73,Nuevo,8.0,1,2,1,0.061
2023-04-25,Monitor,Accessories,North,4,1392,394.48,1805,1083.16,Frecuente,6.8,9,2,1,0.045
2022-12-17,Smartwatch,Electronics,East,3,1242,206.74,9619,887.54,Frecuente,8.3,13,4,1,0.076
2024-07-05,Laptop,Electronics,East,3,3183,868.73,9609,497.25,Frecuente,7.8,13,3,1,0.125
2023-04-07,Monitor,Accessories,West,5,4260,229.77,2109,1051.97,Frecuente,9.1,5,2,0,0.095
2022-07-26,Smartphone,Electronics,West,1,1041,132.46,8108,1436.32,Ocasional,8.2,11,3,1,0.021
2022-05-18,Smartwatch,Electronics,East,3,1692,348.81,4363,889.53,Frecuente,7.1,12,2,0,0.054
2022-03-15,Camera,Electronics,North,4,1728,403.06,6139,1003.23,Frecuente,9.0,6,1,0,0.083
2023-10-13,Camera,Electronics,South,4,4484,893.27,4729,666.95,Ocasional,8.1,13,4,1,0.081
2024-06-19,Smartphone,Electronics,East,7,4123,750.05,7934,1139.06,Ocasional,6.7,9,2,1,0.125
2024-11-03,Mouse,Accessories,East,2,2372,392.07,9968,1496.55,Ocasional,8.3,11,4,1,0.14
2023-04-16,Smartphone,Electronics,East,7,5201,745.2,8053,257.38,Ocasional,9.8,11,2,0,0.015
2024-09-27,Mouse,Accessories,South,5,3100,695.28,9348,319.56,Premium,8.8,11,3,1,0.034
2022-07-12,Smartwatch,Electronics,East,6,5292,1105.95,9487,818.37,Ocasional,7.2,14,3,0,0.059
2023-03-06,Tablet,Electronics,South,6,5952,971.53,1356,732.44,Premium,8.8,13,1,1,0.044
2023-01-10,Smartphone,Electronics,East,4,1932,472.91,2907,865.92,Frecuente,7.1,6,1,1,0.061
2023-10-05,Tablet,Electronics,West,6,3486,1011.74,7357,92.63,Premium,8.2,8,4,0,0.006
2024-05-25,Tablet,Electronics,West,2,1708,441.43,6105,618.33,Ocasional,8.1,10,2,1,0.01
2024-09-12,Monitor,Accessories,South,4,4324,288.12,976,882.81,Frecuente,7.0,12,3,0,0.126
2024-07-30,Laptop,Electronics,South,4,2708,302.14,1402,886.08,Ocasional,7.4,6,3,0,0.015
2022-03-29,Printer,Office,West,8,7944,1142.83,5445,992.85,Frecuente,9.8,5,1,1,0.124
2023-04-10,Camera,Electronics,East,3,684,39.33,6353,1085.92,Frecuente,7.0,11,2,0,0.046
2023-01-01,Printer,Office,West,9,5904,1440.45,2093,969.49,Frecuente,9.2,14,1,0,0.046
2024-03-20,Printer,Office,South,5,4970,1080.12,2127,1189.56,Premium,8.7,13,1,0,0.015
2024-02-02,Headphones,Accessories,West,2,2288,234.97,1728,944.65,Frecuente,8.1,3,1,0,0.002
2023-07-18,Smartphone,Electronics,East,6,4662,350.79,5867,815.51,Ocasional,6.6,13,3,0,0.053
2022-02-25,Mouse,Accessories,East,4,2532,404.96,574,917.17,Ocasional,6.8,12,1,0,0.125
2024-12-19,Tablet,Electronics,South,8,9328,1008.6,5938,169.77,Premium,6.7,3,4,0,0.138
2022-02-05,Printer,Office,North,1,686,86.18,5021,424.27,Ocasional,8.3,1,1,0,0.009
2024-02-29,Smartwatch,Electronics,South,6,1290,343.35,4926,800.55,Frecuente,9.9,3,1,0,0.005
2022-08-26,Printer,Office,West,5,1205,235.19,6953,1312.02,Premium,9.5,14,3,0,0.024
2024-09-17,Headphones,Accessories,South,7,7966,1313.56,5465,1025.0,Frecuente,6.1,11,3,0,0.115
2022-08-14,Camera,Electronics,North,7,1085,130.72,7413,153.8,Frecuente,7.1,9,3,1,0.031
2024-08-29,Monitor,Accessories,West,9,6633,1239.11,7757,896.57,Frecuente,6.6,9,3,0,0.035
2024-11-21,Laptop,Electronics,North,7,5096,971.5,9241,348.17,Ocasional,9.9,6,4,0,0.133
2022-07-20,Tablet,Electronics,East,4,4120,710.07,8092,1106.34,Frecuente,6.9,13,3,0,0.131
2022-08-15,Monitor,Accessories,West,3,1479,207.58,5418,1244.61,Ocasional,6.8,3,3,0,0.101
2024-04-09,Smartphone,Electronics,West,7,1652,397.49,5175,898.32,Frecuente,8.5,5,2,1,0.025
2022-07-07,Laptop,Electronics,South,1,1028,240.61,2739,895.22,Ocasional,8.2,3,3,0,0.057
2023-05-01,Monitor,Accessories,East,4,4580,655.14,6196,521.12,Ocasional,6.9,12,2,0,0.035
2024-01-28,Monitor,Accessories,South,8,2152,196.53,1821,680.45,Frecuente,8.7,8,1,1,0.101
2022-07-04,Monitor,Accessories,South,6,4566,866.13,9346,1298.88,Premium,6.4,10,3,0,0.117
2024-04-06,Headphones,Accessories,East,3,2244,301.53,8527,1090.51,Ocasional,6.1,13,2,1,0.021
2024-02-01,Mouse,Accessories,West,4,1344,140.52,1637,789.24,Nuevo,6.3,3,1,0,0.135
2023-10-01,Printer,Office,South,6,2622,131.53,7966,564.98,Nuevo,7.5,14,4,0,0.069
2022-12-03,Smartphone,Electronics,South,1,325,46.84,1612,94.56,Frecuente,9.9,2,4,1,0.119
2024-12-17,Keyboard,Accessories,West,1,960,95.88,7351,231.65,Ocasional,8.2,11,4,0,0.008
2023-11-30,Smartphone,Electronics,North,7,2639,268.88,1333,305.68,Frecuente,9.0,10,4,0,0.054
2024-06-05,Printer,Office,South,5,1025,246.15,5137,572.61,Frecuente,7.3,12,2,1,0.002
2022-01-13,Monitor,Accessories,West,2,1924,434.86,6749,1417.33,Ocasional,8.9,3,1,0,0.108
2023-08-29,Smartphone,Electronics,North,2,1660,362.88,7423,767.63,Ocasional,9.9,14,3,1,0.012
2022-05-23,Printer,Office,North,1,985,105.09,4476,367.56,Ocasional,7.4,12,2,0,0.051
2024-07-14,Keyboard,Accessories,North,5,2600,537.11,9255,176.51,Ocasional,10.0,2,3,0,0.117
2024-10-21,Camera,Electronics,West,4,2792,725.35,7856,520.69,Frecuente,8.6,8,4,1,0.112
2024-08-31,Headphones,Accessories,North,2,378,87.37,2478,1227.28,Ocasional,9.0,12,3,0,0.096
2022-04-17,Camera,Electronics,West,8,968,271.61,6876,587.35,Frecuente,7.0,7,2,0,0.104
2024-05-12,Smartwatch,Electronics,North,3,564,108.35,7440,1163.31,Premium,8.6,6,2,1,0.098
2023-01-25,Laptop,Electronics,South,5,2365,667.61,3669,1208.0,Frecuente,8.0,4,1,0,0.096
2024-04-01,Smartphone,Electronics,West,6,3252,834.84,7513,184.01,Nuevo,9.8,8,2,0,0.052
2024-05-05,Camera,Electronics,North,1,276,42.68,9034,920.82,Frecuente,9.6,14,2,1,0.004
2024-05-20,Mouse,Accessories,West,3,3408,205.76,8262,1439.46,Premium,7.6,9,2,0,0.066
2022-10-20,Laptop,Electronics,East,6,1398,180.88,7744,615.16,Ocasional,9.8,11,4,0,0.007
2022-02-27,Keyboard,Accessories,North,4,904,108.85,6527,95.4,Nuevo,9.5,11,1,1,0.07
2023-12-01,Keyboard,Accessories,South,1,1178,161.06,3070,1386.49,Nuevo,8.4,11,4,0,0.07
2022-07-29,Headphones,Accessories,West,3,2535,292.19,8054,1327.83,Ocasional,6.3,6,3,1,0.027
2023-04-17,Tablet,Electronics,West,1,496,146.92,3959,792.77,Frecuente,6.6,11,2,1,0.118
2024-06-30,Smartphone,Electronics,West,4,3888,284.17,5555,837.33,Ocasional,6.3,5,2,0,0.106
2024-03-12,Tablet,Electronics,East,7,4921,798.16,3487,333.38,Ocasional,6.4,9,1,0,0.084
2024-07-04,Smartwatch,Electronics,West,8,4472,290.79,3473,1232.79,Nuevo,9.9,5,3,1,0.139
2023-04-09,Tablet,Electronics,North,3,603,153.37,1997,757.93,Ocasional,6.8,14,2,1,0.043
2023-03-10,Headphones,Accessories,West,9,1899,501.4,9632,70.14,Frecuente,8.8,11,1,0,0.039
2023-01-03,Printer,Office,North,4,544,67.84,1903,1030.86,Premium,8.5,9,1,0,0.028
2022-05-29,Monitor,Accessories,North,9,6471,1844.59,1319,1426.73,Ocasional,8.5,7,2,0,0.082
2023-03-22,Keyboard,Accessories,North,1,677,54.14,9393,1247.14,Frecuente,6.8,8,1,1,0.031
2022-09-07,Laptop,Electronics,South,4,1372,302.58,5772,430.25,Premium,8.3,11,3,1,0.13
2024-06-08,Keyboard,Accessories,North,9,7542,1477.49,4660,98.92,Frecuente,8.5,4,2,1,0.046
2023-04-16,Monitor,Accessories,West,1,924,125.65,7506,1411.72,Ocasional,8.3,12,2,0,0.074
2022-07-11,Smartphone,Electronics,East,5,3940,755.11,4141,1406.85,Nuevo,6.7,4,3,1,0.079
2024-10-05,Tablet,Electronics,West,2,374,49.26,1715,807.97,Ocasional,8.9,2,4,0,0.046
2023-03-19,Printer,Office,North,5,1800,252.69,7432,970.63,Nuevo,6.3,11,1,0,0.111
2022-12-26,Monitor,Accessories,West,5,3170,868.34,2171,704.65,Ocasional,8.4,10,4,0,0.104
2024-08-17,Headphones,Accessories,North,7,5362,1029.47,5753,641.25,Ocasional,7.7,5,3,0,0.114
2023-11-05,Monitor,Accessories,East,9,5976,1747.57,9516,196.78,Premium,7.0,10,4,0,0.091
2023-07-06,Keyboard,Accessories,North,9,8514,1400.4,9393,163.19,Ocasional,9.2,11,3,0,0.069
2023-11-25,Laptop,Electronics,South,1,810,157.47,3927,364.44,Premium,6.7,12,4,0,0.067
2022-01-08,Mouse,Accessories,South,1,71,12.02,7912,1258.23,Premium,9.7,14,1,1,0.107
2022-06-15,Laptop,Electronics,North,1,651,57.94,6320,235.83,Frecuente,9.5,12,2,0,0.057
2022-03-13,Monitor,Accessories,North,3,1245,119.11,5054,355.51,Ocasional,7.4,7,1,0,0.066
2023-11-06,Monitor,Accessories,West,1,464,58.38,1829,831.95,Ocasional,7.2,4,4,0,0.025
2023-02-11,Monitor,Accessories,North,5,5155,356.43,4075,338.39,Nuevo,6.5,2,1,0,0.102
2023-12-11,Smartphone,Electronics,East,5,5175,786.27,6693,261.55,Nuevo,9.7,9,4,0,0.012
2022-01-13,Smartphone,Electronics,East,2,1668,470.42,9872,853.71,Nuevo,8.5,10,1,1,0.149
2024-09-30,Printer,Office,East,3,1872,532.81,546,564.78,Premium,6.1,10,3,0,0.022
2023-01-16,Laptop,Electronics,North,3,513,132.56,7318,946.72,Nuevo,8.0,1,1,0,0.057
2024-04-05,Printer,Office,West,2,2276,366.5,8540,1370.06,Ocasional,6.3,10,2,1,0.036
2024-01-02,Mouse,Accessories,West,4,3428,305.79,9536,243.47,Nuevo,8.3,12,1,0,0.044
2024-03-02,Keyboard,Accessories,East,2,1640,176.87,4526,1371.88,Frecuente,8.0,11,1,1,0.048
2024-05-25,Camera,Electronics,East,7,7077,1921.73,1625,1355.69,Premium,6.3,8,2,0,0.108
2023-10-20,Printer,Office,South,9,9225,1391.15,3074,1247.05,Nuevo,9.3,1,4,1,0.027
2022-06-20,Mouse,Accessories,South,5,3910,584.77,8580,954.3,Frecuente,7.0,7,2,0,0.04
2023-05-09,Printer,Office,West,5,1995,369.22,8840,937.82,Frecuente,8.2,10,2,0,0.015
2023-08-31,Keyboard,Accessories,North,7,385,43.43,6552,966.03,Frecuente,8.6,8,3,0,0.05
2023-03-23,Mouse,Accessories,East,4,4316,566.7,1666,1041.93,Premium,9.8,9,1,0,0.141
2024-04-28,Smartwatch,Electronics,North,1,1169,340.69,1658,44.39,Premium,8.0,8,2,1,0.057
2023-03-30,Headphones,Accessories,East,5,2325,506.32,5042,1437.98,Nuevo,9.7,8,1,0,0.117
2024-02-18,Monitor,Accessories,North,1,199,48.92,6088,886.69,Nuevo,7.4,5,1,0,0.069
2022-08-13,Smartwatch,Electronics,South,3,375,80.58,807,1176.57,Nuevo,9.4,9,3,1,0.067
